0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
2,3,173,72,5,3,24,230,12,3,447,680,7,140,36,122,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,144,2372,8,21,6,764,24,22,77,7,3,156,7,6,38,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,30,41,209,23,8,598,64,3,46,382,1207,339,3,13,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,25,135,3,52,32,5,3,61,116,7,43,875,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,140,106,339,3,8,571,26,536,552,1127,79,73,1237,55,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,61,22,10,3,8,5,3,177,28,22,118,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,9,31,56,43,355,12,3,28,531,14,303,6,102,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,113,476,17,246,78,5,3,643,800,1603,416,1743,50,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,114,13,10,3,23,54,5,3,89,22,36,12,768,1019,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,13,12,3,203,880,2021,43,157,2825,7,3,247,951,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,322,5,3,61,80,9,0,50,265,17,244,7,3,76,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,109,29,16,56,55,39,75,6,51,364,243,16,7,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,236,11,1077,3628,3,2434,27,497,489,1692,10,388,1241,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,261,23,33,5,3,51,22,272,157,39,7,3,24,477,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,223,104,5,24,2596,27,3,104,5,30,1127,457,142,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,9,35,7,3,266,38,55,12,26,171,5770,50,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,2740,138,139,458,476,17,246,20,0,2342,235,3,958,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,25,197,1250,226,171,59,3,267,259,17,1518,6,95,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,24,34,7,3526,1601,17,157,120,0,14,463,5,97,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,350,74,11,3,61,517,82,18,19,3,266,357,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,394,580,79,6,2057,17,6,1322,220,11,2682,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,9,583,7,3,141,27,81,8,228,64,6,83,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,12,89,96,948,39,7,6,83,44,17,89,111,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,265,615,37,11,683,18,870,114,29,413,598,5,117,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,359,16,1897,14,45,85,45,28,14,39,3,1872,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,162,41,209,23,8,583,7,6,2820,7,3,985,183,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,4186,7,3,1176,5,42,11,18,303,6,28,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,30,22,1583,43,393,17,6,753,86,784,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,51,22,9,40,7,6,87,150,26,1736,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,4310,72,13,35,19,3,1033,0,257,1483,120,11,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,29,194,1906,17,1581,3,179,74,11,6,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,90,7,3,143,44,26,34,10,55,19,6,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,208,9,3,8,72,5,61,44,6,0,11,3,60,197,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,10,3,34,149,7,3,24,143,79,3,87,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,0,909,5,3,28,10,89,299,498,3,1440,1341,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,18,149,19,3,93,56,235,3,107,10,496,723,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,23,33,5,3,24,193,22,10,1556,44,3,212,894,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,49,16,44,180,75,3,93,10,132,19,6,115,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,673,0,53,0,27,190,0,39,48,15,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,178,10,435,53,2351,546,7,6,184,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1287,9,7,3,98,253,53,6,298,17,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,126,471,3,100,38,27,545,3,30,122,67,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,0,12,3,714,205,1527,335,26,156,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,0,498,3,626,27,190,4481,19,265,1521,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,1325,3,8,903,17,384,3,23,590,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,8,31,194,1302,19,3,93,5,26,544,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,109,191,214,5,25,16,1953,6,873,236,101,104,14,1136,5,24,14,27,140,9,2570,4,2,1,1,1,1,1,1,1,1,1,1,1
2,15,126,16,55,50,19,6,463,10,690,0,363,10,243,16,72,5,293,17,1499,154,1530,4,2,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,25,207,41,22,14,282,10,174,9,36,533,7,20,807,39,61,0,4,2,1,1,1,1,1,1,1,1,1,1,1
2,3,8,10,15,103,508,110,3,441,27,44,376,1034,5,42,11,3,302,11,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,8,5,30,10,24,122,230,88,7,6,84,0,1433,12,61,10,28,122,67,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,12,3,1282,10,440,9,44,3,2502,1644,113,135,2730,5520,64,140,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,8,21,3,24,207,41,22,10,51,10,25,147,35,7,3,2217,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,182,787,11,236,2625,185,3,269,265,41,250,333,48,15,71,182,787,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,7,3,2059,5,42,11,3,355,9,132,10,248,53,6,770,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,208,341,175,9,3,354,11,109,0,170,3,266,38,5,6,100,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,34,12,6,30,720,9,0,226,844,19,6,34,12,6,28,720,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,23,29,7,873,122,638,16,616,17,461,6,67,7,3,122,84,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,9,36,2110,12,20,386,1136,110,41,661,27,3,32,106,7,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,250,18,21,445,554,10,627,99,5,6,94,14,12,0,5,6,97,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,14,21,3,61,501,14,9,164,6,3498,110,11,3,58,1000,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,47,18,16,40,50,3,220,437,14,27,45,13,9,55,19,43,115,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,58,86,11,18,16,35,82,5,3,117,10,3,484,16,36,422,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,259,17,0,876,50,64,6,46,7,17,3,678,729,11,1744,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,177,41,209,490,8,5,145,10,3,2314,22,9,31,7,6,95,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,9,150,3,58,2167,11,306,2660,7,26,674,59,3,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,523,9,0,6,1052,113,6,13,5,6,28,22,9,0,142,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,63,9,55,19,6,417,7,3,591,12,3,348,10,3,563,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,69,54,5,3,28,299,9,55,110,19,73,249,5,6,451,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
