0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
2,4,328,31,68,6,5,921,139,8,34,4,12,10,5,70,119,9,13,380,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,42,44,52,10,5,163,11,13,407,11,23,121,8,184,22,9,306,782,132,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,0,9,5,200,287,11,5,50,194,9,38,194,68,41,4,1234,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,44,6,45,882,52,130,11,23,998,8,34,22,97,204,998,9,0,0,304,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,7,173,15,10,13,45,284,30,11,23,141,9,2563,74,612,11,5,1274,46,22,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,30,10,5,460,6,14,80,11,5,267,9,3163,20,5,0,74,27,110,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,17,44,8,7,55,0,9,7,55,2273,8,468,58,5,2653,11,13,1041,674,20,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,0,36,22,20,32,288,9,4379,54,90,71,7,345,10,429,192,62,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,8,14,739,8,160,1012,144,3235,0,3087,8,155,26,0,0,11,23,121,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,50,119,9,70,197,296,2137,8,34,133,7,167,35,21,53,433,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,4,24,6,5,70,7535,10,0,463,27,261,9,47,146,21,462,93,53,343,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,346,11,32,1218,43,1841,8,34,13,568,9,14,100,11,32,1218,180,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,38,47,38,208,13,15,10,171,12,9,171,48,8,16,18,1756,108,619,166,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,44,10,375,0,9,523,184,22,11,13,2481,8,34,4,31,46,204,30,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,1458,83,446,84,38,317,8,34,14,0,46,204,19,2491,47,8,32,1407,27,526,3,2,1,1,1,1,1,1,1,1,1,1,1
2,17,29,8,21,353,14,7,592,320,9,14,100,38,592,1741,9,22,10,23,1595,427,3,2,1,1,1,1,1,1,1,1,1,1,1
2,4,537,366,57,16,89,8,34,175,100,537,8,16,10,23,0,136,8,146,452,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,17,25,24,56,405,8,600,16,7,6,231,18,4787,157,9,16,100,6,270,5255,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,25,329,6,13,0,1730,8,16,348,8,528,9,242,783,162,8,487,18,7269,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,83,20,5,807,8,364,199,816,8,63,4,115,2111,19,309,27,323,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,115,30,11,13,161,9,427,22,8,34,19,85,7,15,18,31,342,217,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1543,12,10,369,6,5,0,256,39,286,148,142,20,32,300,43,93,394,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,6,5,1944,700,301,8,600,13,21,204,28,9,13,10,0,906,30,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,8,14,192,0,21,0,6171,8,60,34,43,0,7,191,11,23,142,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,220,29,52,6,5,193,6,14,109,43,4126,8,14,10,0,0,9,2026,685,47,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,29,6,404,882,465,8,165,7,552,6,14,109,21,74,1100,8,38,165,0,739,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,190,53,306,22,327,8,63,17,241,0,8,16,4,616,56,9,4,274,186,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,415,47,7,15,8,16,10,5,86,16,33,4495,9,146,811,11,23,4698,61,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,491,389,925,899,22,55,9,0,22,20,5,1490,1177,199,6,14,151,89,27,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,12,6,201,119,9,256,218,37,6895,9,107,146,21,5,12,6,5,101,119,289,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,10,13,1441,11,23,454,9,3619,890,47,38,210,446,84,32,5135,14,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,11,13,1219,36,4,12,6,5,70,119,7,1273,9,145,16,968,153,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,415,47,7,517,9,270,195,25,15,8,1928,1672,10,13,3933,470,2847,47,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,38,0,20,3130,8,404,8,3926,0,43,573,3961,9,0,11,76,111,193,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,0,630,23,240,10,23,81,606,27,8,34,16,27,0,997,0,107,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,225,259,8,225,78,9,5,49,450,0,689,10,14,4523,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,65,48,6,5,379,413,680,22,125,0,5489,10,13,101,2455,16,995,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,173,925,60,7,2485,8,7,191,8,18,101,476,9,7,0,88,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,155,11,13,5049,8,16,22,118,63,16,0,752,934,0,92,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,9,124,17,64,83,54,90,9,16,15,68,118,6,16,89,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,278,11,23,2007,43,351,8,34,14,1090,11,23,5978,382,344,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,173,44,6,5,0,3237,1121,8,19,4228,14,2747,28,4,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,415,47,4,12,8,14,6,3280,407,1623,47,9,18,355,272,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,50,218,8,529,78,9,50,693,463,18,292,27,526,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,113,12,6,13,6549,338,8,34,17,100,29,10,2196,499,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,0,538,16,33,58,5,50,352,9,5,49,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,104,64,10,1296,5862,22,6,373,14,114,9,301,8,34,98,7,1977,3701,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5,81,413,758,4,3076,298,9,181,146,32,3333,43,0,27,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,241,8,44,9,244,8,16,670,1718,162,8,427,22,54,90,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,29,6,101,882,9,4,1184,304,22,11,14,135,9,4,12,37,18,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,7,15,10,632,73,20,425,53,116,8,16,662,6,2457,694,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,0,8,21,353,43,270,9,38,100,231,47,8,7744,7,422,5125,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,6,5,409,127,37,6,14,109,43,0,10,171,77,45,91,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,38,24,10,23,248,1858,47,446,8,32,91,13,93,3022,11,23,795,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,5,119,9,218,36,18,3427,9,145,6,373,43,355,1055,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,24,6,5,1112,119,9,45,218,67,22,446,8,18,91,27,526,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,30,20,5,746,340,8,0,753,10,1160,97,175,11,14,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,5,404,119,168,8,34,333,4,25,6,5,45,119,1675,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,8,13,6,233,9,14,100,6,270,8,468,6,5,4400,674,20,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,567,0,10,5,12,8,14,7,80,6,16,89,597,8,34,100,543,452,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,344,4,147,21,5,93,12,9,148,522,808,11,4,115,769,6424,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,69,25,6,5,101,119,332,20,5,1650,9,47,146,21,93,244,343,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,205,105,9,529,450,68,20,13,10,0,5660,3027,6,16,89,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,95,8,0,686,6,233,107,58,14,1325,41,102,272,6,16,89,2556,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,12,6,5,254,8,14,7,2732,475,9,7,392,183,8,59,11,14,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,6,5,1817,127,145,99,457,27,13,15,6,5,70,127,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,44,52,11,1251,580,6,5,1442,9,278,11,18,350,235,7,506,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,986,8,43,402,6,1738,9,43,6,231,8,56,2916,11,5,4109,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,168,9,597,126,1130,99,277,8,34,98,26,13,4039,211,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,53,56,2161,9,7,100,66,181,854,55,8,160,1012,98,622,2238,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,24,8,21,353,43,336,326,8,51,6,13,339,33,9,955,1546,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,12,10,14,809,461,23,79,10,23,774,105,18,1003,0,575,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,113,12,10,201,119,9,70,809,30,11,23,1794,9,568,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,102,24,6,330,7132,52,11,23,121,26,77,2107,9,56,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,172,195,29,10,13,81,9,13,49,2297,468,26,13,112,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,37,10,5,0,8,14,55,42,0,9,13,0,1790,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,5,70,119,60,18,45,574,9,59,46,231,584,241,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,25,15,6,207,5151,232,9,707,217,7,0,20,5,309,55,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,581,5012,16,1272,54,1719,1141,0,2733,9,36,146,126,3686,2777,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,163,8,38,6,647,0,357,47,8,155,645,589,21,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,227,5,31,7,1385,27,8,34,133,4,434,6,1416,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,66,6,5,774,78,341,4,208,21,13,15,11,7,252,188,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1224,12,6,5,70,119,0,16,93,53,6,13,676,3632,556,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,23,24,107,7,1385,0,8,34,38,100,24,4443,27,0,463,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5,0,30,20,5,921,9,289,16,53,14,151,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,53,6,7174,8,70,572,9,376,10,201,2909,3487,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,415,47,4,802,20,13,637,10,13,0,0,54,0,150,361,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,550,25,6,5,45,119,28,645,26,5,193,55,379,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,0,8,21,353,7,18,774,5120,60,8,372,6,13,1264,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,34,43,4561,458,17,29,8,32,91,26,171,0,1537,27,1937,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,12,11,5,185,0,20,5,226,779,199,18,577,449,160,500,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,215,29,8,16,670,252,3586,162,8,51,46,0,6,5,2701,642,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,5,49,127,9,236,259,28,26,5,746,340,386,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,38,208,180,38,2404,43,394,9,13,15,20,2584,539,21,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,2231,195,15,6,172,472,10,5,111,976,31,58,13,1209,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2231,0,12,158,58,0,0,277,6,5,633,20,13,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,25,44,9,64,6,5,1695,8,600,7,2804,15,6,16,114,145,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5585,2319,9,250,191,6,5,81,39,28,26,5,103,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5,152,39,8,13,202,380,9,13,70,284,37,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,384,24,28,11,5,1036,11,5,507,9,168,10,910,453,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,271,12,36,18,31,3697,8,34,131,243,31,11,148,648,216,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,25,15,203,6,4,222,8,34,4,12,97,133,7,128,36,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,66,6,962,211,10,5,4053,9,47,146,21,13,355,872,343,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,256,413,0,16,610,8,34,98,6,5,1635,28,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,9,7,0,1431,18,226,77,5194,8,14,11,23,121,155,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,64,892,16,362,8,34,98,11,5,340,987,6,5,720,52,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,1375,195,15,59,20,5,50,873,116,8,14,10,1807,1466,47,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5,45,299,183,16,392,8,34,144,11,16,506,251,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,53,1489,22,63,18,12,6,5,254,9,18,111,79,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,53,6,774,783,9,976,197,59,613,6,2278,373,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,181,27,8,165,7,15,20,5,7126,645,7,2640,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,69,25,9,4,24,499,291,8,34,38,24,4,0,67,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,53,51,63,18,1164,8,6,23,4,12,18,152,455,1269,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1252,14,0,217,7,35,243,0,20,8,16,16,0,622,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,25,15,10,741,259,9,7535,344,10,13,114,4,147,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,7,15,73,18,3464,0,395,9,346,11,7,3065,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5,299,30,11,13,738,33,9,180,6,373,2331,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,13,746,340,5094,28,10,93,11,13,33,6,2287,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,137,9,4,65,24,10,13,1752,751,6,5,449,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,113,31,68,57,38,62,9,60,146,18,292,6,76,290,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,70,119,9,152,0,36,7,829,41,76,142,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,70,127,302,18,365,10,0,18,789,0,71,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,244,30,457,6,5,3500,9,181,22,4,285,20,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,69,25,858,18,4396,8,63,4,759,6,4,6405,27,166,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,358,16,1157,9,4,69,25,358,138,0,8,102,1157,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,129,12,10,1768,9,0,2190,11,13,33,6,14,151,139,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,25,15,6,5,647,413,157,58,5,813,8,4,1396,2805,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,35,21,551,58,13,5350,8,4,12,10,13,1767,227,74,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,3131,24,10,5,200,59,41,18,10,0,1270,7563,223,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,81,413,183,26,295,1965,74,21,5,3990,283,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,8,16,7,1803,21,0,0,60,8,47,19,350,1933,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,2025,4,103,20,8,34,4,2092,12,54,276,2086,1596,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,48,6,5,404,413,68,21,6354,377,8,34,100,64,452,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,6,5,50,119,9,197,821,22,11,5,439,6,5,386,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,1404,6,5,744,18,294,10,81,293,11,522,1250,71,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,8,14,7,80,20,32,142,974,92,8,181,22,7,1160,14,161,2359,4268,20,3,2,1,1,1,1,1,1,1,1,1,1,1
2,38,208,43,79,6,5,81,119,8,14,11,5,86,30,8,0,22,6,13,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1
2,53,136,10,23,193,11,5,309,8,34,6,14,480,16,464,57,16,2452,2782,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,242,31,68,41,23,62,6,373,13,1385,8,16,6,14,109,43,3160,1501,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,75,44,143,0,859,10,0,235,1925,57,8,16,192,1308,51,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,53,184,22,58,13,49,2426,8,34,6,14,109,297,7,661,166,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,190,53,306,22,327,8,63,74,27,143,8,38,481,11,23,147,47,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,7,15,52,11,13,161,9,143,27,8,165,4,193,7676,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,79,399,4,65,2199,26,8,34,204,17,24,303,90,55,146,452,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,502,10,2950,11,76,106,183,4,285,19,720,9,181,146,6177,55,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,841,157,58,5,813,8,4,194,27,0,8,34,38,194,99,457,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5585,2319,8,14,7,348,4011,60,8,30,6,5,111,193,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1179,7233,18,4420,12,9,7,173,164,8,16,22,7,852,10,110,1203,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,3397,0,3353,10,13,779,191,2259,8,1923,144,4,115,0,1145,67,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6713,11,5,141,6,13,151,11,5,267,9,181,32,44,99,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,442,22,4,2422,19,206,166,8,38,55,70,4832,9,0,1790,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,24,83,2164,9,97,204,47,7,15,8,16,18,1706,620,36,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,45,39,61,10,2505,2026,6,14,80,11,5,1457,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,451,10,3907,259,61,10,23,185,7,1468,500,10,101,2269,71,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,28,11,5,740,11,13,381,871,9,145,41,18,294,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,271,12,1513,32,121,8,34,22,7,164,21,14,114,1059,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
