index,pred
143,533.2687434841055
144,853.2337203260645
145,548.0224423523906
146,3987.8607793840533
147,3264.174196930487
148,844.3045073875652
149,532.0880505657653
150,2761.9886000025235
151,817.552631475593
152,5061.9203355596155
153,635.6425766193591
154,1983.7422037968918
155,3622.027899190581
156,2005.261290578768
157,335.8054776418548
158,2010.3518234847988
159,732.4615292888896
160,335.8054776418548
161,3252.1262272150007
162,4164.905354967683
163,2182.681119504146
164,1520.5682098844097
165,3114.786381268758
166,4812.263830176769
167,4757.480260178129
168,3928.5831933831664
169,3111.342747844365
170,4084.9450577405423
171,187.4533024210461
172,3651.4640030694018
173,3215.948272880427
174,5123.480312514933
175,2783.29996894085
176,5120.414616382316
177,3786.862790882635
178,1545.8330409571363
179,3236.383879901317
180,3189.832629927897
181,458.6596228207355
182,2037.018130838417
183,1775.4414513150966
184,187.4533024210461
185,1494.5500261731704
186,1061.2202163025547
187,907.6884626530403
188,1489.040277978201
189,3266.7081745039345
190,2978.5313181111565
191,3252.172104424311
192,4051.6271739181325
193,2630.5030930228786
194,4762.3086746755935
195,1369.9883450802536
196,1977.6429086421306
197,3772.721263088153
198,729.858044773687
199,3747.650989370194
200,1816.8145167198174
201,2353.9790426289437
202,1965.6564669090126
203,1919.512308448555
204,4056.5568752773565
205,4995.181184757046
206,1474.025180244355
207,3748.314328285908
208,2069.5947753067016
209,4641.748757849768
210,5172.2124843787615
211,5577.212296033971
212,2117.4443042652333
213,3872.9984390371847
214,5135.568933112169
215,1406.2725385192105
216,1334.9801028970337
217,2212.583863069667
218,290.0101816469629
219,2185.4795630226076
220,1854.7444057533007
221,1749.7606291087784
222,4067.2645741266474
223,844.2330546114413
224,786.3830727928732
225,1265.1929088740158
226,1091.0695072676756
227,2595.5258939169016
228,4939.83738177774
229,290.0101816469629
230,989.2522005140692
231,3778.5064490106947
232,2086.271255634826
233,1089.4632110783011
234,3423.511061994114
235,335.8054776418548
236,905.3501296706237
237,3148.6127764907633
238,1780.8332988067318
239,4565.137414499257
240,3825.1491451896313
241,4559.197465765544
242,3571.4995771142235
243,544.5086627912258
244,2713.852942828692
245,717.232175851999
246,4148.004304179435
247,117.71794468508517
248,2840.699861801288
249,120.9143949412181
250,2692.2196731479753
251,3021.287960768771
252,4518.490836732911
253,1102.8916547800661
254,117.71794468508517
255,1037.8821925431598
256,4353.984545472934
257,805.5015785247505
258,2149.4864688189205
259,5209.008162506358
260,4671.233727096388
261,5057.344733784103
262,5318.160697006594
263,3889.699120576285
264,4803.250189168719
265,2269.8906258978627
266,5212.263524378586
267,1177.5374049985098
268,1999.6687325608366
269,2200.092814915107
270,2906.6098428234095
271,728.6221588829566
272,2900.6276499244973
273,4353.833357700092
274,4049.0023467864316
275,2905.387501595054
276,3449.28159191727
277,856.5097099426426
278,3666.26589176748
279,2267.3378845682255
280,3381.2300810597267
281,3815.458130719384
282,1502.2123234023466
283,3749.9750327218867
284,3608.3895603791725
285,3332.2886698826014
286,4573.658108083399
287,1273.5484822514702
288,3026.6137181584613
289,1743.3747892948613
290,3905.366420429456
291,3966.5822907075258
292,2170.028556284269
293,3154.07617945219
294,3813.6215229410964
295,3154.657865075118
296,3882.954141861853
297,2811.3231658482855
298,5551.08162365291
299,4985.737630883967
300,918.6020912154956
301,2669.942360899667
302,4555.4143032319835
303,4092.0103753892076
304,2044.6463548068878
305,335.8054776418548
306,4081.7506829196777
307,2522.8643039342824
308,850.0079293210231
309,5111.0117108137765
310,2505.1734516819897
311,725.0358449591054
312,1042.8833817228142
313,187.4533024210461
314,3815.8499097630283
315,4408.35836625719
316,2020.671548558106
317,3340.895519348705
318,807.8470670459412
319,3924.027101278536
320,3617.8448310394597
321,4083.153550457196
322,4701.558637290652
323,3294.875678857774
324,4115.83280448013
325,2629.9007705798326
326,1489.972346350755
327,4809.074718202146
328,3463.5978519694145
329,2499.212404890946
330,1088.5214683909926
331,1104.4763367357925
332,2177.889849128133
333,3824.3092525922957
334,4859.79906585263
335,4990.675891598642
336,3108.97390074564
337,3730.7397028673495
338,1819.438781501185
339,4005.4080789159257
340,4176.039800534422
341,2084.765539687671
342,3423.2780993010583
343,120.9143949412181
344,1192.5005343754106
345,4809.359459440844
346,2373.5737688248396
347,1047.8904705127998
348,3263.1713327064876
349,1332.6214225141812
350,1313.1693219488866
351,1890.0022534050793
352,867.0820583710769
353,2561.3192985123724
354,1802.0793554879608
355,187.4533024210461
356,5103.339040020857
357,3110.666291798999
358,1499.388336336995
359,5073.7897498659095
360,3623.083293000426
361,4033.4349516144134
362,3375.1684350674277
363,3431.241910987845
364,117.71794468508517
365,2343.346389851487
366,4001.153850394006
367,3932.0514574172935
368,854.6676737927046
369,3790.2943303899015
370,2201.648980131759
371,1347.8665356856584
372,3542.4045408547076
373,1035.3345012036086
374,4300.358915276024
375,3163.361651355632
376,3907.497872136174
377,2944.5817692233795
378,1178.704555290817
379,1213.5433559210467
380,1489.7065522773707
381,1108.9967002578178
382,1499.2837763428806
383,1836.4758855044606
384,3884.829763501587
385,873.8764706814632
386,3872.491922156782
387,4070.7312162889516
388,1190.2718668280693
389,4114.34217308239
390,3694.0927713555693
391,5303.24712723464
392,4023.7879247992983
393,3795.848477734515
394,3678.974238237133
395,2662.3105095710844
396,811.9411243571957
397,458.78866376945297
398,3213.8909911769533
399,3770.2857926119223
400,1535.7606611799856
401,3132.4416109190774
402,731.1572798192915
403,556.9313507766257
404,2281.743481085487
405,723.2822943813989
406,3209.0847588923707
407,2398.21461316541
408,2500.7275850022465
409,1817.3247734047584
410,535.7308710756477
411,877.5442622660189
412,4674.898163539244
413,5653.05886339022
414,2889.6384093653032
415,3664.2612296887905
416,5211.0369043851315
417,2964.6678404106683
418,4912.844048673599
419,3661.2556093428993
420,831.390432560057
421,895.1983437511677
422,1510.3177939364798
423,548.1514833011081
424,4997.207226384973
425,1473.5548109781105
426,1872.2310332934312
427,4767.7298034725345
428,809.123013935729
429,4078.391026843061
430,2160.1443864075172
431,2454.5983682795672
432,1051.7860067024149
433,2145.7793021477123
434,120.9143949412181
435,3108.5801970852185
436,3274.882952895668
437,4375.943676363607
438,4653.770101219987
439,2712.6745303947832
440,4418.358386407788
441,5061.801803496645
442,3741.505007926188
443,1293.5898791097752
444,5739.341587562275
445,801.5605708785912
446,3773.112706459894
447,117.71794468508517
448,4893.090735788695
449,3417.9348091911106
450,3008.2222390137554
451,1034.8664371296322
452,3282.8215751356843
453,1399.2791782184845
454,3893.2319262768524
455,3113.2657198389516
456,2390.0460281535056
457,335.8054776418548
458,3823.875012996452
459,3758.3549984395145
460,3853.3873682645644
461,2389.5749439652514
462,4726.070723227628
463,1466.6964396524468
464,3924.5003527369036
465,290.0101816469629
466,1766.565102837213
467,4439.704160214162
468,3800.2265375984316
469,117.71794468508517
470,335.8054776418548
471,4066.9409282377032
472,3543.243828058488
473,3913.3333618914994
474,4734.501054274756
475,3994.388471611912
476,3157.571878588704
477,1397.496929685684
478,5032.745129578511
479,290.0101816469629
480,1042.2402066904851
481,1828.6281163846347
482,2033.1758341157322
483,1522.9752926731596
484,4411.954874339956
485,2210.129869132989
486,1812.3355192105905
487,3989.902054661905
488,4482.054519350696
489,2592.4895853428316
490,5800.565047207569
491,1492.7615405133827
492,1483.6724617263974
493,2976.727012054258
494,2806.3298481283086
495,3810.417528966564
496,4763.696075856323
497,3193.6938658042636
498,4719.1677838904
499,1074.3212306321643
500,451.1675584646792
501,800.2383291931452
502,2289.1984355110426
503,3815.705694765355
504,2691.5158130578466
505,1489.1592900446692
506,2469.233826490514
507,4818.781336589704
508,4980.090813232032
509,647.8603826073908
510,913.9591345503378
511,2776.4681159918136
512,4135.536508989963
513,3678.36491903388
514,4752.694462887796
515,904.339220765314
516,536.7111299926659
517,3120.834318517707
518,4019.06612737587
519,3022.412125015864
520,1779.152453394229
521,1818.947491609428
522,1538.108640343396
523,1354.1326111045028
524,1043.7038385452213
525,3215.592313680723
526,4884.564300875151
527,2007.976449256024
528,2190.0703449093958
529,4662.644649411123
530,4034.0195203718827
531,2646.0744616558227
532,1510.3177939364798
533,2315.866034801771
534,290.0101816469629
535,4949.122294910734
536,1084.6586699803047
537,2351.647082031443
538,3732.074429405888
539,714.442933327222
540,4462.173803033048
541,533.4408782915718
542,3241.920445289891
543,732.1777397931864
544,5136.312687713652
545,3135.6992154022532
546,3295.575957590409
547,3910.4640522479453
548,2151.6488848701447
549,829.5932918765998
550,4830.945057670148
551,534.6215712099118
552,2072.1957977596962
553,5016.616191149921
554,1754.618260901078
555,3857.892099466805
556,2553.056277269554
557,3874.634635567621
558,1083.2859749557256
559,3195.8149106617366
560,3035.2445866869257
561,1085.0927999251244
562,2080.1172768661204
563,1764.8072527982513
564,2987.2395021139523
565,849.4703221940592
566,4711.617849409016
567,3227.075878605636
568,545.6179626569616
569,1955.6269775766448
570,2372.607173309327
571,5073.613733346971
572,2263.066976163992
573,2573.537976543723
574,1060.2553018467356
575,3693.4419066813525
576,4932.040391603311
577,451.2965994133966
578,715.8253062668338
579,4069.081643367014
580,1189.6187732986575
581,1547.943712936078
582,3423.8338242475675
583,451.2965994133966
584,290.0101816469629
585,4139.778396567854
586,1020.2351862808925
587,1158.7994834620827
588,2153.8582243809706
589,3832.9092525187
590,3880.1826997593184
591,866.3551941002961
592,3257.0942955152395
593,3972.552311719863
594,5555.8522608111825
595,2705.4420858831722
596,2059.0380434080294
597,4044.000831064993
598,1464.2705385115128
599,3370.825311430946
600,2435.0542562549
601,3768.8026297641895
602,3958.2694417767743
603,3771.002677290499
604,1376.5470785227778
605,1121.0442682286498
606,3880.4944996011595
607,2681.9814207861596
608,4465.451655871526
609,2081.8267901234935
610,2400.40988128397
611,1477.3847181835467
612,649.1768156539924
613,3882.2961671143257
614,2105.850721200614
615,2082.69022331241
616,3196.794321427226
617,5025.269942839117
618,4051.0546538269327
619,2262.5254509789124
620,1756.4459245950281
621,2193.3660968205068
622,716.6952672673532
623,4195.6829092091175
624,450.18729954766087
625,3564.0185860510824
626,1189.532956683245
627,4044.8612770185932
628,3898.5214938133263
629,1136.0697096856647
630,4481.043235473627
631,187.4533024210461
632,1459.0038524732345
633,997.8448225279654
634,187.4533024210461
635,1759.3206638896836
636,5017.42434335068
637,4957.528316791106
638,5679.173161565247
639,1516.651496947091
640,5001.999360736119
641,1011.3325613012919
642,2727.4229136071417
643,1773.5112444188564
644,120.9143949412181
645,3742.680629493539
646,4946.7451328905845
647,1096.246601531838
648,3933.078756169921
649,1825.7113950159758
650,4702.722974968821
651,3120.423502979216
652,545.8614905170324
653,3906.05917144604
654,335.8054776418548
655,707.4284617961533
656,117.71794468508517
657,2379.52534191444
658,3080.7527677627427
659,548.1514833011081
660,3407.6069093646483
661,647.7015818370141
662,4866.9984116734695
663,4977.351692043033
664,2226.914107297966
665,3628.116705553118
666,117.71794468508517
667,1078.252311369543
668,2475.5174872519465
669,3192.1442256010105
670,3556.474964142195
671,1570.9532222685964
672,451.2965994133966
673,335.8054776418548
674,3218.117633234354
675,3904.0566671764063
676,887.8110198648078
677,2406.8934423230526
678,4849.346880687886
679,1790.048630014694
680,3859.881692990707
681,2383.7810460148653
682,2998.1058104769695
683,2748.198899489097
684,547.0421834353723
685,3285.610591739081
686,3932.8594719116168
687,3119.1669039574813
688,5264.069543746361
689,4988.436815303699
690,717.2380656859298
691,3859.926287239793
692,2774.281943401553
693,4066.8351067636277
694,4942.100890444915
695,3847.7921002779067
696,637.173028176729
697,1075.3454254697144
698,556.6238065741827
699,4132.508783813941
700,918.0067346805289
701,3861.246449645825
702,4068.924969888105
703,4083.683692296935
704,4676.662684793037
705,547.0421834353723
706,714.0524318602559
707,3303.0959677614314
708,5126.764575399159
709,1799.9852088734208
710,1950.997751859325
711,3636.79315182111
712,5384.925228053637
713,451.2965994133966
714,1104.3287696890316
715,3495.782911350374
716,4046.239484623415
717,451.2965994133966
718,1092.880035980933
719,3012.7342194156604
720,4854.046074714042
721,3953.908920431572
722,4070.228441822527
723,117.71794468508517
724,642.8067232629339
725,450.18729954766087
726,776.6578928845272
727,2209.701955660861
728,1360.8247514858003
729,1356.6862525245742
730,4723.182987043146
731,2093.672427176467
732,290.0101816469629
733,1496.937325019535
734,804.1882390811502
735,543.1579108253586
736,5030.8696872403125
737,2854.9973223686034
738,3664.814139867299
739,117.71794468508517
740,1120.3078182340025
741,888.7796181288152
742,2937.0776425811614
743,120.9143949412181
744,458.9671670231783
745,5229.833554657422
746,3830.9225228827645
747,1740.8096404019452
748,1316.8081428933226
749,2591.106839071136
750,1728.0707983841432
751,2707.4339165160945
752,1544.855337679412
753,1026.5329052235581
754,1123.7965099176286
755,187.4533024210461
756,1804.759271343276
757,290.0101816469629
758,906.1484652364903
759,187.4533024210461
760,860.4530819751153
761,2856.4599920480982
762,4244.026952033433
763,1127.479714932208
764,4533.98864461188
765,2107.1335428513835
766,187.4533024210461
767,902.5439790786305
768,335.8054776418548
769,2096.4144983795295
770,3292.6836839885214
771,3106.417892568398
772,1490.1081588458337
773,871.0962782862917
774,451.2965994133966
775,3951.0269481879013
776,2430.9481189313497
777,3018.414162250391
778,4984.228941541363
779,3432.790780571834
780,3892.837980868201
781,335.8054776418548
782,120.9143949412181
783,5121.168183017217
784,4351.748438807482
785,3953.147219826935
786,2366.199988357997
787,3040.032224364597
788,3029.3445046370152
789,1221.9733932081494
790,3394.3088572734
791,453.56466144987616
792,2942.628881974464
793,4702.730335972402
794,2083.051367977692
795,2122.522256879094
796,4130.294761955391
797,1581.2685858877614
798,1800.0367016937143
799,2424.3672227411603
800,335.8054776418548
801,1513.3964045536977
802,3146.8116357908525
803,117.71794468508517
804,4765.766510657036
805,335.8054776418548
806,649.2687189894001
807,1573.3440997547916
808,1788.516951085675
809,2881.85133469006
810,640.606272573977
811,3357.0059459433187
812,1283.374787965935
813,117.71794468508517
814,4732.694203580212
815,1809.4978592290176
816,2733.1577497717167
817,3919.203844096763
818,3787.463951332183
819,715.0551535409996
820,120.9143949412181
821,2353.168750217105
822,5373.348525507435
823,457.67936390371716
824,1091.7644447939506
825,3100.9327117505372
826,3753.4208715576633
827,4807.267344696044
828,4137.502032843715
829,1739.662381289979
830,4013.2092770161435
831,1561.6977788022318
832,3205.9175694554656
833,187.4533024210461
834,2929.6965982972574
835,3859.881692990707
836,3833.055136247322
837,2406.773628032475
838,2172.302281427809
839,2432.3993426936568
840,3081.211182180242
841,2946.5777745589994
842,4517.525837772325
843,1519.0585797358406
844,1428.265381259586
845,1940.9092882874402
846,2705.9886235993117
847,3206.720649735493
848,715.1863286855036
849,1201.8826608763202
850,905.0993032327502
851,5105.345326686995
852,4365.521282194796
853,3898.973895872438
854,3542.6137575624684
855,2809.8096368075217
856,1914.9437573887617
857,2748.209292265191
858,1130.325742733824
859,635.6425766193591
860,3885.3176800821902
861,1393.2324794065237
862,858.7657307999939
863,3825.9518797981896
864,2970.8297608273692
865,2921.4992939154777
866,4894.934480478491
867,4146.099728849464
868,2187.102482235508
869,4157.4340964491075
870,335.8054776418548
871,3349.9966316515392
872,1788.7379672375953
873,5077.701924684504
874,3930.3977360638596
875,3165.4428378507055
876,3153.143471873912
877,1815.2200491005078
878,4384.583502548552
879,187.4533024210461
880,3926.4475968532806
881,3917.714702733227
882,2822.11412173405
883,1049.5552036427139
884,4776.045206146144
885,1410.818460726333
886,335.8054776418548
887,2847.114687593751
888,543.0225014303821
889,1130.5886738687154
890,2598.637391698147
891,1085.4460293157517
892,335.8054776418548
893,3312.6467778121387
894,1808.7724523195889
895,830.568702090735
896,1763.3057594928111
897,4815.05675401556
898,544.5086627912258
899,4846.417378836248
900,4339.284324691441
901,2775.3552888793693
902,120.9143949412181
903,979.319189694338
904,4994.061338044252
905,4031.1949599354407
906,3871.7052980802896
907,187.4533024210461
908,2439.790238993487
909,4889.610998100472
910,1092.9202526785757
911,554.4628547388244
912,3906.1453586214757
913,4114.17900398859
914,1785.283164252579
915,3897.695760923431
916,1190.3488077537033
917,4328.636218882185
918,4134.094380460325
919,4039.09415501299
920,2410.9317277432456
921,2796.673366038261
922,2419.4792254129443
923,1072.2788866732776
924,458.9671670231783
925,2300.046099832062
926,335.8054776418548
927,1819.318154367135
928,1346.2968909099602
929,2295.5127536046516
930,4050.8656971568416
931,2240.752763669164
932,2333.085493571548
933,3420.101860415257
934,3961.0890409584435
935,2977.8884552469513
936,2643.4976023225695
937,3170.84046671366
938,3253.2096287122545
939,2013.633957163388
940,1345.4728456378934
941,4073.2093210488138
942,533.2687434841055
943,2370.038390752893
944,1765.1219203649584
945,2139.8283645656215
946,3901.1132875211624
947,2196.892061847938
948,709.8885673031687
949,3560.5213848049543
950,3935.82107209307
951,1024.4484171056358
952,3392.4219139683423
953,2974.8883033407956
954,892.0350135798486
955,2106.3381849790712
956,4018.395501254346
957,2734.8957604535267
958,1196.2448819495437
959,1175.792736471839
960,4830.83060423345
961,534.5501781573076
962,1703.0784714048336
963,3900.8900991770024
964,2596.548013925481
965,4867.873146799494
966,2721.9861609275413
967,1008.4867412747886
968,547.9574177460454
969,1319.4791103442133
970,2062.470945463162
971,2427.28934374267
972,1121.3259706451422
973,2492.939477838861
974,1838.3894418786194
975,861.8780682244266
976,640.0150563993539
977,4134.4010076023005
978,536.8896332463914
979,1078.8329684076082
980,724.0817740972911
981,1947.066988998591
982,3758.1975101691896
983,3896.4370607436517
984,1117.694922051947
985,2195.8976016312376
986,1836.1855597671258
987,1061.5114866091187
988,2922.3491429999553
989,3799.95695494069
990,4018.4964694894034
991,3816.7871218616788
992,120.9143949412181
993,3936.2157781005294
994,1835.410279921637
995,335.8054776418548
996,2057.4061529084897
997,2060.004413866988
998,3214.137535999772
999,5068.067806400312
1000,3708.6946991260374
1001,2149.379251019078
1002,3979.448354264788
1003,4081.55116348835
1004,3048.160447053863
1005,4658.1944303072
1006,3365.0791052770746
1007,1021.0311879087807
1008,4135.086810532988
1009,802.2342922927045
1010,810.3183723575623
1011,2586.615766106008
1012,4887.657497978638
1013,852.4909522790381
1014,2886.2723994992703
1015,805.4953791171969
1016,1835.9565525236505
1017,3927.8612487281976
1018,898.3726564781489
1019,3266.916719485639
1020,2390.9620880249345
1021,2834.383303548217
1022,3826.0411819633614
1023,1422.775178819892
1024,1807.149345265759
1025,4125.82489839182
1026,2880.605859109124
1027,3125.020306146026
1028,4099.936051600684
1029,335.8054776418548
1030,187.4533024210461
1031,3823.2818957775294
1032,2784.72434568506
1033,2027.8544725591235
1034,4959.796767496562
1035,2978.1967589602714
1036,534.6215712099118
1037,4996.548637792458
1038,4017.2004675488274
1039,1669.617178478603
1040,4128.373959710665
1041,5217.928806738815
1042,2693.193041090563
1043,290.0101816469629
1044,2145.937069730545
1045,1424.6166931658008
1046,120.9143949412181
1047,4449.17306750913
1048,3615.004548979599
1049,2948.2492327756195
1050,335.8054776418548
1051,4877.21959791382
1052,1026.0063303896911
1053,3360.269490156476
1054,644.2436052315982
1055,4670.080483656724
1056,1316.811760753386
1057,1828.4978200224257
1058,117.71794468508517
1059,290.0101816469629
1060,4809.806133337315
1061,4583.244255476765
1062,1451.7999560219273
1063,5047.730469069372
1064,1450.8865712250501
1065,1593.5856802356097
1066,1794.3890896372372
1067,3848.345574637305
1068,4228.297270268146
1069,1076.8237726387663
1070,3745.858562462523
1071,2356.1128767503287
1072,4769.31533115454
1073,1176.972317341042
1074,4424.65758244043
1075,3291.4081350862107
1076,645.1989709275324
1077,4019.1119065902235
1078,1449.1149704767802
1079,2024.6175351852753
1080,2817.153691955227
1081,2298.135405000181
1082,4795.752486512107
1083,117.71794468508517
1084,3775.876674091418
1085,2150.3522795747763
1086,3508.1170418798424
1087,3824.585690855967
1088,2032.419497532259
1089,3891.614803325635
1090,819.1924951240617
1091,4562.472477559242
1092,1177.1937185610802
1093,3176.391945153814
1094,1392.57734280135
1095,3940.9838358563848
1096,2089.3360133649467
1097,3797.245142318768
1098,2744.418390079722
1099,1424.3776273451222
1100,4256.761113822833
1101,335.8054776418548
1102,5052.673353539159
1103,2359.265729820747
1104,821.5875469733136
1105,4287.145044208079
1106,335.8054776418548
1107,2052.6567396290884
1108,3251.8590403375915
1109,1546.6118016579553
1110,1459.6375706211256
1111,3032.8044871286693
1112,3202.8150894661276
1113,1011.5035043467262
1114,725.1456053265402
1115,3080.1481286305993
1116,3404.5326594314606
1117,914.4513991708452
1118,2298.8428569116686
1119,2245.5630873856753
1120,187.4533024210461
1121,120.9143949412181
1122,2034.9266620933083
1123,4042.2663230843214
1124,2051.392101620336
1125,3641.170139988699
1126,717.6617460968964
1127,3754.6402703275207
1128,846.5156264409737
1129,2072.5970971883585
1130,3333.3500283455137
1131,3837.5218964232267
1132,2369.1722723049984
1133,3134.856277686647
1134,2806.3277100858895
1135,2323.7388271591517
1136,3234.255892683708
1137,2621.3413493865137
1138,5529.0851266336595
1139,2123.89835458094
1140,117.71794468508517
1141,880.0858703054945
1142,3060.7415591515896
1143,3148.12990486093
1144,4578.78404012294
1145,4721.719346362628
1146,2284.3073989975887
1147,3471.3280442163923
1148,4638.053844775808
1149,1106.728152492469
1150,3856.981777844965
1151,632.6702932130124
1152,1522.5275118973345
1153,4666.719695571853
1154,120.9143949412181
1155,3814.7773678630156
1156,3647.0770046318517
1157,1518.087244287415
1158,3829.1321902794693
1159,4151.785899548876
1160,1159.1829442065477
1161,3902.719611802033
1162,1446.6153750622675
1163,3211.5328260453616
1164,4980.426312479091
1165,453.56466144987616
1166,3716.217135026356
1167,3658.992446932758
1168,3611.7004024477606
1169,5192.839423098748
1170,3942.8216787748324
1171,3995.439175373921
1172,3942.7199678354586
1173,2854.5507231081388
1174,1485.0239230989266
1175,870.088205358488
1176,3121.065363795659
1177,2293.254777051255
1178,3709.6816754554243
1179,3315.6728034408893
1180,1801.2900826871855
1181,2678.824976005122
1182,883.3506941834606
1183,3908.418942502484
1184,3287.9007262546115
1185,2405.03065783894
1186,1489.85776962646
1187,4231.807830702619
1188,2655.5141758502405
1189,3901.1100224996953
1190,5394.1519609736315
1191,773.4166835427081
1192,4634.068561719199
1193,3507.11030509335
1194,4281.959925321594
1195,3934.891073112617
1196,3911.854510474441
1197,1967.3992912452188
1198,2421.838259862502
1199,842.5355883913458
1200,632.8359838092704
1201,1848.7152865334874
1202,2108.968026358254
1203,2730.2403162641426
1204,1581.4751877688034
1205,2433.7928546022645
1206,1175.3041880168344
1207,117.71794468508517
1208,4125.05459571629
1209,3498.3174847205973
1210,1135.9789340904547
1211,4103.166509656391
1212,4167.659359263841
1213,2296.0488018535643
1214,3118.901691795323
1215,120.9143949412181
1216,3133.422591025581
1217,858.7657307999939
1218,3045.639519055964
1219,117.71794468508517
1220,2197.607357969569
1221,3371.708232365372
1222,3021.254538484709
1223,1122.0881640563225
1224,1441.0843653585512
1225,4709.892939780008
1226,2632.6494632220815
1227,1095.9818838221995
1228,4456.694721399396
1229,4299.408011931515
1230,458.9671670231783
1231,3828.201287479036
1232,1112.0005013238967
1233,1437.8551754762098
1234,5141.618005795271
1235,2432.753153024623
1236,452.58440253285784
1237,4409.169071339686
1238,2925.2035828623484
1239,1292.5050815099362
1240,5185.204107228695
1241,2728.276911964684
1242,4061.585340790555
1243,1317.3822190786761
1244,2545.6324040889067
1245,1783.7269329956075
1246,4622.091248015028
1247,117.71794468508517
1248,4957.828600470943
1249,3720.8391812231084
1250,3557.9478557624225
1251,853.8214835891013
1252,3823.5729995922447
1253,2949.9869115990937
1254,1122.4506042071955
1255,543.2010046841075
1256,5027.707807030125
1257,1764.867566157783
1258,1090.6852314343557
1259,4022.867347050514
1260,3678.0727311396026
1261,4994.093751147941
1262,3482.2085020151876
1263,4886.417359438881
1264,4047.28050584714
1265,640.2897254918107
1266,2374.2156835511973
1267,2293.594750182588
1268,4954.705724250843
1269,1204.2574726667292
1270,1094.0597890509273
1271,5270.81016720338
1272,3215.79971087656
1273,2287.0662417091326
1274,1043.5949506155248
1275,3712.7869908973803
1276,3815.4126304515953
1277,290.0101816469629
1278,4845.452493881243
1279,4184.0550536287365
1280,4995.983056373513
1281,2414.415499286449
1282,1099.9027482535155
1283,2334.5549317198943
1284,2049.6612936950264
1285,2658.612614107604
1286,1488.5617207113226
1287,1067.9070356471366
1288,4257.387946070931
1289,4992.815958210784
1290,2663.9543411924265
1291,3878.824774489834
1292,1810.1703163399786
1293,3939.620644614271
1294,1045.029561166758
1295,3796.7871756046834
1296,187.4533024210461
1297,120.9143949412181
1298,3657.8497450908394
1299,1040.3931934847435
1300,2880.7381805492414
1301,1478.701770042517
1302,120.9143949412181
1303,2529.948028208618
1304,4265.65247018577
1305,3716.921030465293
1306,1001.8138199802507
1307,1851.8853036636501
1308,1171.4300936548484
1309,1082.8275734075125
1310,3349.890434618878
1311,1710.0015439048889
1312,2983.767597160067
1313,726.9865530759078
