농업면적,연도,지역,비료사용량,비료잔여량,작물종류,토양유형,농약검출여부,등급
78824.73333315997,2010,서울,267.79355239633185,12516.183552888386,밀,양토,0,A
31570.955253754215,2015,서울,253.80394183448718,2455.598738617003,보리,모래,0,A
65792.56531717462,2005,충남,278.59505721297336,1372.629992522072,쌀,점토,0,B
50397.53592797935,2006,제주,137.14389095295695,1521.8489211432584,밀,모래,0,B
84657.97378148859,2009,부산,249.00764253667916,1174.2301577820037,보리,모래,1,B
11840.811726073402,2003,강원,393.42531636327055,6090.4266877245045,밀,점토,0,A
50103.69213443328,2015,전북,374.0145092553484,2.2958302558783097,밀,양토,2,C
58953.44968712205,2006,인천,253.33165437698756,31100.62615483261,보리,점토,0,A
88837.67755034995,2015,서울,252.75843530310638,7207.748802331184,보리,점토,0,A
10275.276063296827,2003,대구,350.7409967492627,751.1610270829146,쌀,점토,2,B
54930.04181319054,2021,광주,147.58761272443488,1489.9803672832827,쌀,모래,0,B
53414.73954218005,2003,충북,319.46770701516107,187.89150900263985,쌀,모래,2,C
43642.90603403612,2002,서울,257.783215677708,564.9413811123026,밀,양토,2,B
31658.873818549964,2002,세종,151.27712251401195,11.77586199560772,쌀,점토,2,C
92372.8207527603,2003,충남,486.7039811405179,8405.68278166108,밀,점토,0,A
66541.65425178912,2012,제주,244.9346933642771,1615.2529533008228,밀,양토,1,B
15496.305220794247,2008,강원,221.78321405301585,12.17336508722387,밀,점토,2,C
49019.52274521846,2022,서울,254.82243972498884,151.58740213731926,보리,양토,2,C
83715.3374923395,2023,충북,277.96427948233634,102394.62387111262,보리,점토,0,A
82585.514019843,2002,전남,159.6979788929866,254741.01363522318,보리,모래,0,A
41480.68290457956,2011,충북,217.33907443443155,3306.822148347849,보리,양토,0,A
20799.494665366143,2003,강원,250.36913885139106,1516.1574954546381,쌀,점토,0,B
4552.6539876676425,2016,세종,306.96398743311175,462.73594515987935,보리,점토,2,B
92338.20022511497,2006,충북,307.89507304562164,8086.3499712813045,보리,점토,0,A
99201.92321710597,2018,경기,283.89202782090223,131.89775367227523,쌀,점토,2,C
61801.78615788012,2005,울산,379.817145352081,1678.0491699906784,밀,점토,1,B
30991.224141166214,2014,제주,221.53041668380604,2714.816657315754,밀,모래,0,A
57796.31700111172,2008,충북,125.74931201926427,482521.957112791,밀,양토,0,A
25600.925257493356,2009,강원,273.3825625590965,2193.326298423391,밀,모래,0,B
13690.729903612762,2009,전남,293.95107117750297,1233.2186718259165,쌀,양토,1,B
14576.858176907615,2002,충북,253.09516218083056,1149.671882725084,보리,양토,1,B
74718.90914900394,2023,제주,242.63906656453588,980.0802035991484,보리,점토,1,B
57541.533694684025,2020,제주,425.5915482334452,44492.29905997723,보리,점토,0,A
40362.29764018844,2005,광주,172.23712718451588,115.59974794924004,밀,양토,2,C
80206.86329360174,2013,부산,199.06176907293252,34.37682859921928,보리,모래,2,C
71746.8055057808,2022,강원,343.59599516293935,2536.203927585318,쌀,모래,0,A
49789.3974133164,2009,전북,144.00419544265625,5790.55088129314,보리,점토,0,A
36193.87437286282,2019,대구,74.27336675797847,6158.218321672848,쌀,모래,0,A
19500.00134058556,2021,대전,275.4545917821629,708.1566850461531,쌀,양토,2,B
98942.0367507147,2001,강원,424.61588841745584,178.27079775032004,쌀,모래,2,C
39578.864296000145,2005,강원,369.4734980226504,3798.1216456688503,쌀,양토,0,A
41484.87315201553,2005,경기,370.51785331885674,69.43382723306274,보리,모래,2,C
83275.59293043618,2004,인천,256.3718488822093,8353.943898651503,보리,점토,0,A
91573.71881448267,2012,제주,312.29161276731065,1757.6138440922643,쌀,모래,0,B
21149.993193519185,2010,강원,269.27716005861686,37145.59844199291,쌀,모래,0,A
23856.94352964998,2005,서울,375.9667341536454,317586.029886998,보리,양토,0,A
29495.500907375463,2001,부산,308.37121976258106,359.9963461612187,보리,점토,2,C
54608.329564891195,2011,강원,413.4462342727699,2663.69211691888,밀,점토,1,A
34672.600225577065,2003,제주,198.89322107342326,2005.8304592747745,쌀,점토,0,B
72584.79605673879,2016,대전,355.3034270331682,43613.84483721106,쌀,점토,0,A
47295.641647120035,2010,충남,229.79125710220092,7.811874310364348,보리,점토,2,C
19725.454082913297,2019,경기,329.75045713956797,72.01969351836345,쌀,모래,2,C
39623.80339581004,2016,부산,398.49147807775466,614.3961719883328,보리,모래,2,B
39742.2872075812,2008,경기,265.9612412441365,741.5316671736286,보리,모래,2,B
22509.271194576453,2013,대구,483.2994480265463,1698.5400256229589,쌀,양토,1,B
4388.126641822319,2018,대구,437.2323541880181,398.3697751871517,쌀,모래,2,C
16137.828366277115,2007,서울,278.4086768828637,863.46770526397,밀,모래,2,B
7899.677932412598,2004,대전,343.63451370537075,3145.421204114761,쌀,양토,0,A
8433.901300657653,2015,서울,175.89666985916062,30667.119018800677,쌀,모래,0,A
73507.89608559305,2018,충남,384.77702247097676,444.5380731505124,쌀,양토,2,B
63604.15866169611,2008,강원,31.164040798696533,474.54573968705057,보리,양토,0,B
61461.0107295059,2013,전북,241.43524765772565,1547.2842871225243,밀,점토,1,B
4095.280909881625,2020,전남,310.69078566131736,250.38222587801928,쌀,모래,2,C
40438.89479266672,2012,세종,252.03379000520349,40.73774338428296,밀,점토,2,C
62260.88277809551,2015,인천,366.6452629286085,1925.6958311187157,쌀,모래,0,B
79055.00122690505,2007,강원,386.3773856853536,242134.59554970972,쌀,모래,0,A
99189.84388254747,2012,광주,296.81431237465273,1155.2441739985106,보리,모래,1,B
97076.07113278622,2009,광주,448.24899120380644,130.21564903671288,밀,모래,2,C
3898.0214309965404,2014,충북,233.99105972898295,140.51204766585647,쌀,양토,2,C
70486.91435663358,2017,전남,506.963351995799,17.385399200280286,밀,점토,2,C
12296.352122963071,2004,경기,407.0968319634665,1313.9621759062682,보리,양토,2,B
87395.83461563835,2023,충남,441.7722641939335,6151.708256159008,보리,모래,0,A
86961.90420160856,2019,전북,403.7628660581722,19546.3859312608,쌀,모래,0,A
9335.57320667258,2022,서울,448.5165933057659,652.094858976658,보리,양토,2,B
84080.02672922774,2010,인천,354.71826266237457,5080.518752896077,밀,점토,0,A
66031.05779747391,2005,경기,110.24559394100581,618.2678508684887,보리,양토,0,B
64195.2140661266,2008,제주,111.09272413577472,4747.5879381318855,쌀,모래,0,A
16564.078425769025,2015,세종,213.07524157464283,167.4959912084491,밀,점토,2,C
57287.77679383994,2017,부산,200.71857412854413,30583.141524135917,보리,양토,0,A
26603.802121251036,2015,부산,329.4147985908342,6401.467230800674,쌀,양토,0,A
71422.003264484,2008,충북,361.7708468248881,12885.485446132689,밀,양토,0,A
65334.67611842978,2005,전북,210.06989034530636,52248.02006845157,쌀,점토,0,A
50117.63443048303,2003,제주,172.84443653315537,1331.1613866901794,밀,양토,0,B
59316.681896440045,2014,제주,336.62981602305337,163.892184836159,밀,양토,2,C
11676.587691699053,2009,광주,420.4413400032437,3522.6628640562963,밀,점토,0,A
26335.160382659116,2006,강원,343.1803877639736,1186.501297220511,밀,점토,2,B
69855.02293404723,2005,광주,540.261284912607,22040.507800561514,보리,양토,0,A
91337.10565445953,2016,경기,351.9683919857006,486.9077481941911,쌀,모래,2,B
77408.00375998617,2005,대구,157.85088782579498,215.99918207238653,밀,양토,2,C
33373.89624398445,2003,충북,423.56303825632915,680.7482138857291,밀,양토,2,B
48818.86472146693,2001,강원,290.1441334262628,733.538831825021,보리,양토,2,B
1666.043993386401,2002,대전,195.90299793863863,9229.473832661786,보리,모래,0,A
13546.271169896088,2016,인천,254.12208817005478,17139.541729183755,밀,양토,0,A
62935.286174755754,2011,전남,391.47125794818083,9020.74181060602,밀,양토,0,A
81324.08093842132,2002,서울,268.39518709847715,34152.93771143109,쌀,모래,0,A
47816.88563735397,2010,광주,226.90505051463413,215.96963682857097,밀,양토,2,C
74675.13180598282,2008,인천,272.0251279001352,217.7918816503114,밀,양토,2,C
85375.24362539758,2022,울산,495.171006183975,25368.117126489193,쌀,양토,0,A
35862.595292433514,2008,대전,246.1065757880211,2765.3831981155004,쌀,모래,0,A
20039.65459779942,2011,광주,382.6322253467336,20351.103056870525,보리,모래,0,A
99573.69395229006,2016,강원,249.638318683012,4230.55135415089,밀,양토,0,A
12078.366376129421,2023,울산,289.1799398911076,28.07349841537773,밀,양토,2,C
80501.81420247325,2018,서울,421.29142218160194,180.46265127061517,쌀,양토,2,C
37658.64688813961,2017,전남,187.57151520359793,3570.974032257502,밀,모래,0,A
99338.46156962152,2017,부산,213.2096656428003,19653.970378191636,보리,모래,0,A
29935.877684558716,2002,전북,257.47037215506145,200.3136022444481,쌀,점토,2,C
50300.68875728349,2012,강원,204.39900542227394,176.25323822657597,보리,양토,2,C
83008.74478302937,2011,대구,358.4847833228331,93.35120589103623,밀,점토,2,C
36590.82412891387,2008,전북,419.74153076564477,1622.7500721051708,밀,점토,2,B
44003.40196417027,2006,울산,183.8293247879801,67008.35494165182,밀,점토,0,A
41522.95050257127,2023,인천,409.54241275120876,300.24409284659333,밀,모래,2,C
56001.09635856644,2017,전남,307.75015405795534,218.91839667673108,보리,모래,2,C
52119.527782483645,2016,강원,232.484389305642,81.72198689407847,밀,모래,2,C
4276.8790552148075,2014,인천,406.4656929261199,2780.8922980168745,보리,모래,0,A
26538.49484047975,2016,강원,302.0382819791303,485.3179435308922,쌀,양토,2,B
63133.76967387538,2015,대구,153.82069537946688,6050.125250393576,밀,점토,0,A
74885.73998237483,2010,서울,150.40551925001176,2008.5424007071972,쌀,점토,0,B
22315.10957635773,2003,부산,220.0681762679091,710.3077966217463,보리,양토,2,B
14491.448254975143,2017,인천,448.1569615632444,9442.250930606888,쌀,양토,0,A
47539.263260283915,2007,제주,402.18308357446705,344.6666847568051,밀,양토,2,C
71247.32217442116,2018,부산,232.30041498033324,2406.0986365792287,보리,점토,0,A
37802.91660162984,2018,울산,363.23844731158295,45117.0274352357,보리,양토,0,A
827.3732927183889,2004,대구,294.4699607255227,5357.326112382484,밀,양토,0,A
73009.78078937382,2004,충북,195.6003106509773,35701.53264753779,쌀,점토,0,A
81580.19688502251,2022,전남,404.88405590307394,2573.0517760033617,쌀,모래,0,A
68669.38497704726,2010,부산,271.4931100329762,6869.7115807890195,쌀,양토,0,A
96413.683883269,2013,충남,424.58205213453374,115.65761767223486,쌀,점토,2,C
43814.96240514298,2020,충남,233.199464222309,458.1784145241142,보리,모래,2,B
53840.783337275054,2010,광주,316.2667300825337,145.73866167371622,밀,양토,2,C
1731.2174181024184,2005,충북,411.6265921492492,1166.5529379801503,밀,모래,2,B
13715.604276254597,2002,울산,161.80975101166223,1299.1456387821474,밀,모래,0,B
73241.00769205617,2010,부산,314.6075257114306,1172.957193981034,쌀,모래,1,B
36695.804645992386,2001,전남,326.1217866179655,5120.651205675116,보리,점토,0,A
31367.778699902094,2001,광주,512.5532163824686,1183.8435449903639,밀,양토,2,B
21415.765036115972,2020,강원,272.91807907792753,30524.485660748956,밀,점토,0,A
70666.54295463504,2019,충남,269.12581074456716,73.46392465080218,쌀,양토,2,C
919.0941445487998,2012,제주,267.80943775399874,78612.24066946689,보리,양토,0,A
81660.46101831413,2011,강원,230.10449749697722,5165.684162171163,밀,점토,0,A
6266.625093274539,2019,경기,463.66441899981635,4015.634048167376,쌀,양토,0,A
87022.96905041275,2008,경기,235.00230073935097,381.98819529093345,쌀,점토,2,C
9187.836995626794,2005,인천,285.9407102606781,111.85350595243241,밀,양토,2,C
29285.53792657563,2002,전북,165.39034108542546,5954.439236698779,쌀,모래,0,A
42428.264710201736,2002,대전,178.39059866697067,11341.47847312652,쌀,양토,0,A
42168.96481291927,2010,대구,364.6691106820218,24.760980956101353,밀,양토,2,C
45882.061469017855,2014,충남,297.7203192264377,218823.4684777943,밀,모래,0,A
97366.78767382755,2011,전남,358.56816559558916,225.46261163842598,밀,점토,2,C
19484.850663541834,2009,울산,447.73365991453556,366.0013145532622,보리,점토,2,C
45598.095307494026,2006,울산,280.5216443198946,125.73797479409896,밀,점토,2,C
9716.04678996877,2018,전북,225.1809097257566,794.2290922061861,밀,점토,2,B
55389.69792402163,2021,대구,321.46624287038264,80379.70477527608,보리,점토,0,A
12469.616286659208,2020,대전,268.8307183992118,1912.7098446639525,보리,양토,0,B
99218.53291911841,2015,충북,313.5357117671201,3234.3769548937667,밀,점토,0,A
24879.828336440514,2002,전북,232.90024877292007,2526.9861430276496,쌀,양토,0,A
1723.6535888692308,2007,강원,271.5603327345763,166658.88620156032,쌀,양토,0,A
87654.1280193601,2001,서울,424.7812159588319,566.3201742367864,밀,점토,2,B
24142.822783648546,2012,세종,191.49148766447604,7490.194659965634,쌀,점토,0,A
78110.42994433956,2014,인천,205.01854687675763,52.935218860955835,밀,점토,2,C
95872.72097883243,2006,충북,40.068164282762154,1109.5167405832572,쌀,양토,0,B
40202.65213562144,2019,울산,308.48876716956227,12348.556904506853,밀,양토,0,A
96468.93388422368,2005,인천,513.4479837921398,1040.7946237042638,보리,점토,2,B
83671.06334385785,2023,인천,310.9951098545023,8.126051418562414,보리,양토,2,C
4014.8604462066355,2004,제주,248.88853427445142,27.091606733504694,밀,점토,2,C
84898.41925788057,2004,제주,265.01339732889767,171026.12827462016,쌀,양토,0,A
52300.68285596208,2020,서울,485.0574897759163,158.55103224449337,밀,양토,2,C
6365.023907132236,2022,전북,441.78452886749716,2106.2343213087875,쌀,모래,0,B
90414.67686158465,2020,대구,369.6310743215304,1158.655168728915,보리,모래,2,B
12126.700677183564,2007,전북,478.3283446618361,854.170033392583,보리,점토,2,B
3147.321642223641,2003,전북,357.34612357252865,56121.57415985318,밀,점토,0,A
77015.2196613159,2018,전남,296.0585320693977,6454.935549901656,밀,모래,0,A
92936.21258854112,2016,대전,418.37278298084453,715.4861794233641,밀,모래,2,B
64006.540096905184,2006,세종,349.43301155507726,414.0595386378896,보리,점토,2,B
33876.472209467094,2021,울산,538.4768630204899,68.67298519636226,쌀,점토,2,C
66210.1831009806,2022,울산,359.885406696866,9244.174423913593,보리,양토,0,A
84292.8583990181,2016,서울,4.573295755057018,57.87974431874618,쌀,모래,0,C
29813.951390427854,2009,강원,393.6092005781843,1113.9515246246608,보리,점토,2,B
51891.38776327267,2014,서울,267.21081116146433,35.41194395202944,밀,모래,2,C
1023.7859872549268,2017,인천,352.05863718847667,3364.5454766912853,밀,양토,0,A
79193.33130445819,2019,울산,231.30408130265405,13673.61927075525,밀,모래,0,A
88488.00574770806,2017,대구,287.2325359435424,4868.516991293114,쌀,양토,0,A
71365.70350091455,2010,경기,407.81419573255334,835.3306905973052,보리,양토,2,B
75764.91492659041,2004,강원,426.30052327495446,4923.597404291135,밀,모래,0,A
30227.32418578748,2001,광주,374.10099131774535,83502.46107745255,밀,모래,0,A
40653.63796463155,2018,제주,350.63209535794795,9940.189503642152,보리,점토,0,A
49647.432507809615,2020,세종,309.79325334522895,26.012547663541014,보리,양토,2,C
82207.36710948739,2014,경기,246.0555194659662,67.44279744530084,보리,모래,2,C
97648.30055483824,2006,서울,310.16438600760154,468.64407522410994,밀,모래,2,B
22813.50866284243,2012,전남,191.42978469826033,572.2943915044966,보리,양토,2,B
3632.7073319735428,2004,인천,231.3406442603719,1568.7192265072542,쌀,점토,0,B
94742.32198984353,2008,제주,289.9515850511688,43550.989528610226,보리,양토,0,A
18301.54472781099,2004,서울,345.11736431973753,4574.805351071932,쌀,점토,0,A
15394.379993888708,2011,충남,205.75273964009696,331.7976824022652,보리,양토,2,C
74014.4033911272,2016,충남,271.1943066720421,844.9637250033247,밀,모래,2,B
24950.439037643806,2022,부산,351.81580606027467,697.9135306573494,쌀,양토,2,B
67024.66300443192,2022,세종,383.8805083878182,2154.3116195171906,보리,양토,0,B
65236.08468089455,2013,충남,363.16622020067433,1852.5211302177904,보리,모래,1,B
88079.74449240325,2009,광주,172.8840220503547,616.5531779271674,보리,점토,2,B
96548.84418550371,2010,대구,177.81662383926007,555.3409561867176,밀,모래,2,B
32933.732878399926,2018,대전,285.08754603379214,208.5295300449443,밀,점토,2,C
41544.20124642304,2001,울산,209.66060016892038,62737.78515460778,보리,점토,0,A
16204.706398990887,2014,전남,425.92789076313636,55535.76570660298,쌀,모래,0,A
63526.27674144037,2011,서울,259.7846539406754,989.740310943364,밀,점토,2,B
33676.61641334875,2003,전북,351.2848631177134,1440.4282693125583,밀,모래,2,B
74935.15060430701,2009,대전,388.0296722389759,879.7431029247684,보리,점토,2,B
60775.74569049157,2019,충북,401.64085925425707,9934.201922857212,쌀,점토,0,A
94842.84728320099,2017,울산,198.77790258941647,2005.270888180344,보리,모래,0,B
77183.12038876554,2015,대구,356.79692036865464,314.4593841155992,쌀,모래,2,C
85922.2423225022,2016,강원,361.5142611017459,1007.0754939395216,쌀,양토,2,B
21833.46580697584,2019,전북,373.9821717049224,544.8641022243823,쌀,양토,2,B
56962.67762587136,2002,대전,229.061943767046,89.56424485376988,보리,양토,2,C
36573.47771829498,2009,경기,351.8035819513342,2335.485210852945,쌀,양토,0,B
98308.38020229469,2022,울산,124.12897472815024,794.1803113375006,보리,점토,0,B
96087.38234049371,2001,인천,322.7311623614788,1670.6687578003668,밀,모래,1,B
1430.2797133220843,2001,인천,244.22926286527684,32356.005647199945,밀,모래,0,A
87142.58650398481,2007,충남,374.8579159260644,4.191525114196311,보리,점토,2,C
9904.061507578795,2000,서울,479.21902127039976,19672.102173540952,쌀,양토,0,A
50381.89770045613,2013,울산,180.40256097119686,175.96618029453478,밀,양토,2,C
5929.8002621608075,2012,광주,329.7828154768395,53.09546640289376,밀,양토,2,C
31722.601733258358,2012,세종,310.67223528995635,1374.5895000389648,쌀,점토,0,B
11769.020015547772,2003,강원,207.5292891071993,952.6972247492201,보리,점토,1,B
36518.008137078985,2001,광주,256.0270988646148,207.18871279981752,쌀,모래,2,C
95396.17916782234,2023,세종,152.71787748911893,34440.12600434206,보리,양토,0,A
60444.537434440135,2012,대전,236.93431794127906,182.3131369252328,쌀,양토,2,C
34089.10030826286,2020,충남,251.01643672857273,25806.475784102586,밀,양토,0,A
22058.45934586154,2011,충남,392.42103663106576,40.94162292322401,쌀,점토,2,C
50568.63635163077,2001,경기,520.3811091170265,4016.0297974369287,쌀,양토,0,A
67220.12981497515,2008,제주,237.60214821828276,82.46144932196643,보리,점토,2,C
77390.39861065471,2006,부산,264.932883006665,18850.90254017597,보리,모래,0,A
24916.505161788806,2006,대전,341.2777953137007,74.01006567450794,보리,모래,2,C
78126.25641169098,2000,인천,347.3982845503206,13293.075879135382,쌀,점토,0,A
24574.521969504553,2000,세종,385.84790500256435,19.646731297959757,밀,점토,2,C
25085.100866346307,2003,세종,326.1674145367952,390.2722795521585,쌀,점토,2,C
60543.18387479746,2023,전북,332.9220746996739,878.5757565108618,보리,점토,2,B
86742.21160570023,2008,제주,286.003673547526,1533.9874159944059,보리,점토,0,B
69821.73130999693,2023,충북,294.0077357409271,2995.271335061471,보리,양토,0,A
72661.61219534175,2003,대구,124.03970175932838,141.17397981249147,쌀,양토,2,C
31831.42414006722,2016,충북,275.2088899503317,679.366321200386,보리,모래,2,B
32554.74606546533,2020,전남,272.63120900508216,36737.56218905953,보리,모래,0,A
76922.99237831504,2014,경기,270.4238568683024,471379.0873171131,밀,점토,0,A
308.179488481627,2003,광주,206.40632161249746,14670.071867494438,밀,양토,0,A
99581.691675379,2016,부산,202.20840507143964,562.2639975350662,쌀,점토,2,B
1472.785147837185,2016,대전,205.85156642965046,894.7813624436392,밀,모래,1,B
19738.577931837346,2008,광주,345.42425003655484,18033.89125263511,밀,양토,0,A
69874.6623272212,2010,대구,208.5146232747182,1898.8802077375055,쌀,점토,0,B
59128.18884869251,2003,세종,388.011948805923,356.55677820155546,밀,모래,2,C
36554.692418521685,2006,부산,386.20150456713293,353.5909961768211,보리,점토,2,C
4696.130357640963,2021,충북,252.820836715324,3318.3614661737543,쌀,모래,0,A
7628.371001425699,2011,광주,359.53965747035215,8686.819031157012,밀,모래,0,A
98329.15901851052,2003,전남,179.1872940727585,232.6595394085069,밀,양토,2,C
19537.369355432693,2012,전북,442.3619680831529,10619.25325040301,쌀,양토,0,A
36985.41045561912,2005,대구,202.58152994026398,1348.9527629972283,쌀,모래,0,B
48891.70936932713,2021,충북,101.84370513464361,21.865018259498815,보리,모래,2,C
17732.288950017108,2019,충남,393.1053813104488,3019.4686560557,쌀,점토,0,A
24281.87739077153,2007,인천,209.35490931397862,376.02206544516247,밀,양토,2,C
62815.109535018186,2018,제주,159.41680411120558,18027.90373290039,보리,양토,0,A
4646.520324862895,2010,제주,218.10128234916766,1391.412336683617,밀,양토,1,B
27436.46719897228,2012,제주,196.3056245396171,453.22858814646196,보리,양토,2,B
65854.97051138715,2014,인천,368.713308654398,147.88256206973085,보리,점토,2,C
29635.58945063531,2011,부산,118.49994048414453,74.95045684629636,쌀,점토,2,C
43834.74636108934,2001,인천,326.5625286717702,1000.7739034106748,밀,점토,2,B
25806.73741247815,2017,충북,202.89241362593606,1821.5844363081328,밀,양토,0,B
8015.7788914657185,2017,제주,220.82301198506627,909.4806277751816,밀,양토,2,B
77019.72190638387,2014,대구,323.7275423115977,16756.546957371236,보리,점토,0,A
96496.00159075912,2009,울산,265.79998366247094,1340.6836189474495,보리,점토,1,B
39259.733748345076,2023,전북,276.22894541130427,3406.7145480603704,밀,모래,0,A
18700.681287445583,2000,대구,379.103846420175,176.18192707183806,밀,모래,2,C
42716.731568928015,2020,광주,259.5698366957055,1382.8592326009757,쌀,모래,0,B
19878.481713985504,2006,전남,210.15786311899484,88457.56774077499,쌀,점토,0,A
43897.83100765309,2017,울산,260.2689937432445,1820.582895824556,쌀,점토,0,B
23297.754540842874,2005,울산,402.14257922499337,113.5116366898833,밀,모래,2,C
95644.93170731529,2019,대전,475.4257186211716,20.83169708929538,밀,모래,2,C
28564.212575444148,2007,경기,247.73809272156964,73.63249059638244,밀,모래,2,C
29898.404363007474,2023,대전,301.9123615060174,1228.1831272125723,밀,점토,2,B
64457.89547518901,2008,부산,276.1596089627257,219.9995252864639,보리,양토,2,C
62467.5757225396,2023,서울,235.79506478164558,32.220795954731216,쌀,모래,2,C
24731.038287134495,2013,대전,323.60776434493425,387.04630872118423,쌀,모래,2,C
28352.415561383317,2000,전남,178.20643990756014,757.6536938041396,쌀,점토,1,B
26340.17497708428,2014,서울,439.0680760537889,294.3549394730588,보리,모래,2,C
33263.91195516742,2018,부산,449.7312958576926,240.61126349274463,보리,양토,2,C
22470.076337231974,2022,세종,355.66166392056186,381.7898143568253,밀,양토,2,C
11126.476602314084,2012,충남,203.85845481953822,8.41810928607458,보리,점토,2,C
14301.434575988611,2008,충북,242.99410902276003,841.198207193507,밀,모래,2,B
620.0773380465316,2004,대구,329.8640281883324,4169.564224158768,쌀,점토,0,A
79270.64067033076,2016,부산,376.3480895227988,10.826484237814237,쌀,양토,2,C
34681.77087558374,2004,충북,169.99388549769986,895.7011888780736,보리,점토,0,B
60955.21030912875,2001,서울,263.41456793725337,466.5085543088867,밀,점토,2,B
28776.44683997101,2002,울산,222.6905398082276,43592.308791445495,쌀,양토,0,A
13339.8446512873,2018,경기,159.39754298534572,10.248840156027981,밀,모래,2,C
72240.74200004796,2015,서울,340.60468158802274,6348.322376515038,쌀,점토,0,A
97155.93974181998,2005,서울,223.60250844073548,39.795515481456746,밀,양토,2,C
57254.22298278825,2003,세종,287.80510015437824,4535.432246397332,보리,양토,0,A
66542.81708311068,2017,충남,331.44766534879466,997.8027272127434,쌀,양토,2,B
15935.633572981866,2004,경기,416.5834812630716,2543.560882725658,밀,양토,1,A
35254.11031968496,2023,강원,329.9032736694121,213.38877080718575,보리,점토,2,C
35372.1885561087,2009,전북,344.8912888449938,673.3277286679187,보리,양토,2,B
14876.809803379232,2007,제주,354.45933399269154,151.1065960544371,보리,점토,2,C
47989.26837027695,2017,대전,232.70210507247285,22.960975154613756,밀,점토,2,C
97511.95855318345,2018,강원,389.80468493252096,1701.6737932226981,보리,모래,1,B
69033.49951710361,2009,충북,383.0117307931551,3.3026349192739435,보리,점토,2,C
93262.86426534831,2014,울산,399.6471798941432,224.97736855671215,보리,점토,2,C
54740.311178271906,2004,서울,198.924637491615,97.63167834077,보리,점토,2,C
72188.78917500678,2017,강원,220.36276939881063,64.47400966820196,보리,양토,2,C
33917.597827737256,2016,광주,120.36566086832963,197.932265800967,밀,점토,2,C
23865.492855313412,2009,부산,445.724943272518,277.9419930244235,밀,양토,2,C
