0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
2,15,352,214,311,17,1300,6,134,12,6,3616,48,154,245,17,3393,6,1338,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,14,45,8,394,511,6,71,1427,6,511,10,827,12,6,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,94,647,830,59,6,102,14,27,71,1661,327,50,6,2614,384,213,7,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,23,103,36,223,14,45,5,24,681,3,0,27,6,71,5,30,3971,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,23,325,21,30,14,61,14,10,25,241,5,3,1668,271,507,3,5624,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,16,74,7,3,277,14,395,183,681,17,365,73,441,7,6,317,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,153,90,7,3,143,118,14,27,3,13,124,3,34,5,6,97,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,490,682,8,5,3,281,193,22,1290,26,171,7,81,8,101,393,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,5,3,989,663,132,14,45,35,10,45,31,12,26,738,1873,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,7,6,0,2383,53,0,135,216,7,26,171,225,3,191,134,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,73,29,16,31,7,3,179,79,3,87,221,5,2212,1906,10,757,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,29,5,85,622,172,3,381,3017,79,458,106,17,246,353,1012,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,201,18,16,358,17,200,15,29,188,16,20,486,10,44,3,205,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,175,9,3,13,77,3,98,39,6,141,14,10,312,0,3,1841,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,208,144,105,13,1290,10,1080,1323,7,20,0,599,183,5,6,100,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,8,5,24,22,10,193,147,36,3538,190,4238,48,8,21,61,22,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,12,3,1255,840,7,226,0,577,14,542,1017,14,6,137,9,311,17,388,110,53,6,1929,4,2,1,1,1,1,1,1,1,1,1
2,19,3,502,640,14,3,8,5,3,25,22,9,44,3,502,67,10,55,39,6,1328,4,2,1,1,1,1,1,1,1,1,1,1
2,175,9,3,23,13,72,5,51,10,30,12,3,2038,421,157,41,525,7,43,1864,4,2,1,1,1,1,1,1,1,1,1,1,1
2,20,105,511,10,1458,522,101,4380,11,2427,14,2043,14,5282,10,1565,5,26,69,179,4,2,1,1,1,1,1,1,1,1,1,1,1
2,6,0,969,1501,17,6,2637,5,6,51,324,66,27,6,420,17,1064,9,190,2330,4,2,1,1,1,1,1,1,1,1,1,1,1
2,3,13,12,25,96,14,21,3,25,108,10,3,30,450,9,981,43,4051,19,2856,4,2,1,1,1,1,1,1,1,1,1,1,1
2,356,5,3,51,22,9,1185,26,844,12,3,61,2396,14,27,190,0,48,1196,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,20,232,105,13,9,21,3,2097,14,216,14,3,61,500,14,10,3,383,80,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,933,39,7,3,4405,113,135,3572,50,265,82,6,42,531,11,26,355,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,10,43,15,195,16,7,6,87,10,6,13,9,818,265,68,6,102,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,253,5,6,2426,11,3,137,27,6,969,635,5,17,6,969,101,1096,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,47,114,49,5,3,1124,186,14,1189,53,684,14,3,159,0,159,2345,9,6,925,11,1678,4,2,1,1,1,1,1,1,1,1,1
2,175,9,3,8,1042,5,3,579,11,73,687,609,39,3,273,113,9,221,5,94,4,2,1,1,1,1,1,1,1,1,1,1,1
2,3,13,188,9,21,24,147,14,61,108,10,24,755,476,17,246,410,3,336,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,3,25,8,5,3,811,101,192,9,7,6,348,27,15,71,29,5,2089,1055,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,175,9,3,8,5,1552,101,351,482,6,141,79,3,24,292,10,3,30,1734,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,109,62,150,1149,966,17,157,6,115,10,526,57,243,151,39,3,663,141,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,51,22,9,658,3,882,356,1677,172,895,5,3,141,163,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,29,14,49,14,10,62,14,254,21,278,14,688,7,6,87,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,29,21,61,622,16,7,148,12,3,1032,10,45,8,9,36,20,2892,1468,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,10,13,409,2869,16,40,48,73,18,188,16,394,580,5,1671,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,0,14,45,30,10,45,24,14,16,291,3,288,3202,5,6,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,52,32,5,3,1188,116,136,12,43,288,28,67,79,3,3518,267,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,32,12,6,162,1925,2560,17,676,6,67,17,81,104,7,6,84,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,5,3,207,41,22,10,147,9,44,3,2853,10,617,3,330,220,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,32,5,3,30,10,24,22,10,28,147,9,256,311,17,676,3,67,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,90,19,712,305,51,10,28,905,12,0,92,142,7,6,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,12,20,85,22,345,14,27,3,33,5,3,28,22,106,7,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,14,45,5,28,10,45,5,30,14,1222,5,3,1405,637,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1998,1605,45,8,12,26,138,1250,50,5,6,102,57,71,0,200,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,9,164,3,341,11,81,8,10,26,15,111,7,73,286,2155,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,33,5,61,207,41,22,360,64,3,940,12,71,195,82,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,28,66,10,61,450,9,91,5,20,176,12,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,3457,613,5,28,295,17,6,102,27,327,75,69,2155,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,8,5,3,196,538,3,2270,10,217,3,310,40,7,6,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,52,32,5,3,2477,116,106,181,300,3,13,5,3,25,116,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,49,31,5,631,400,253,53,3,237,257,353,5,20,956,480,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,638,14,45,5,89,10,45,5,24,14,127,1716,7,3,84,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,32,345,10,757,43,2070,50,27,248,5,42,11,3,3764,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,175,16,680,18,36,769,486,10,45,71,63,106,339,312,9,268,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,47,103,496,723,57,45,295,3,412,27,243,99,5,3,266,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,8,21,6,282,9,1784,3,3437,1150,441,17,6,33,5,6,203,66,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,0,160,5,3,24,207,41,22,10,3,25,66,31,7,6,1047,2882,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,23,103,72,5,89,1131,149,7,6,258,5,42,11,58,1070,36,355,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,5,25,293,12,28,10,30,4694,16,185,5,42,11,3,86,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,52,32,136,12,20,2779,735,4779,1695,11,47,298,0,10,3,4649,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,5,3,25,22,503,3,28,564,27,40,12,29,72,5,24,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,13,5,159,38,293,159,10,514,48,3,317,185,3,1757,837,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,641,3821,43,0,534,7,26,192,57,312,139,43,2548,1983,11,366,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,152,14,72,5,3,89,4054,299,14,345,27,272,5,1679,512,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,0,3,408,17,3,34,57,3,187,104,5,230,211,92,43,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,63,12,3,203,22,9,320,20,1052,11,3,13,7,3,24,107,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,2065,8,5,3,25,207,41,22,35,319,6,86,19,3,266,378,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,408,9,190,1212,17,6,32,27,6,71,32,476,17,246,3283,53,140,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,45,8,14,21,3,1160,436,14,31,19,3,382,172,6,18,11,6,100,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,18,5,383,1065,14,25,467,10,24,41,1996,241,16,36,533,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,175,9,3,719,7,3,38,405,12,20,0,320,7,6,405,11,226,76,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,121,33,5,3,28,207,41,22,88,132,612,3,1871,11,51,0,1079,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,182,0,14,45,12,3,203,602,2258,14,2430,140,74,5,20,1016,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,122,134,9,2048,57,15,29,1217,17,1518,6,67,612,65,0,1239,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,160,7,3,263,14,194,20,592,161,57,3,431,7,3,261,1651,183,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,250,29,254,11,2082,16,21,24,825,16,35,70,17,0,5,20,4012,176,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,30,116,12,30,41,96,35,612,3,277,14,768,544,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,1052,820,6,2195,11,3,8,10,13,2035,19,3,3226,11,73,687,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,4535,72,13,5,25,1162,12,3,69,281,34,79,3,86,11,581,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,2959,50,5,6,826,1968,50,5,3,564,129,7,3,2188,271,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,23,49,10,62,5,3,1604,14,12,3,2065,13,1889,7,6,115,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1465,8,5,30,216,21,3,51,22,35,5,42,11,3,76,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,12,3,60,22,14,131,338,10,25,282,136,20,735,1468,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,121,32,35,7,3,1650,7,3,477,132,12,43,541,906,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,144,8,9,44,50,45,34,27,26,71,34,642,7,26,671,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,13,88,268,19,3,219,27,3,8,92,43,139,3,125,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,63,72,5,445,293,435,12,3,3198,333,48,94,221,1163,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,193,22,0,43,363,27,35,5,3,976,206,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,10,13,0,1020,7,3,261,58,2612,272,7,6,184,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,112,62,16,1583,65,180,27,31,7,3,262,2362,5,3,633,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,262,299,9,40,48,3,24,275,472,12,1356,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,12,3,28,342,454,6,310,27,253,17,346,6,353,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,18,0,82,3,8,5,3,196,10,3,52,33,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,18,5,203,241,10,281,146,254,40,5,6,667,1154,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,172,57,3,13,4988,3,884,12,3,526,19,3,3420,1930,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,33,10,32,16,418,128,57,6,32,139,50,3,138,205,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,112,18,35,82,3,614,14,5,438,45,8,9,0,3,60,373,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,0,1158,1066,1431,3,37,11,71,0,1158,1041,268,6,0,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,13,12,60,96,10,313,108,9,164,3,133,12,3,115,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,10,13,16,40,50,3,332,965,14,55,19,3,783,115,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,12,3,342,9,31,5,3,169,141,10,608,457,6,2157,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,712,41,305,646,80,88,12,284,7,3,2294,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,12,145,10,3,52,32,12,3,702,80,255,5,3,161,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,25,34,9,91,59,73,46,14,27,44,3,336,5,26,202,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,160,5,3,25,22,10,60,2965,146,44,3,804,319,26,171,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,25,116,9,409,3,270,12,0,39,3,891,678,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,195,31,5,6,181,11,3,808,128,55,19,3,276,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,52,33,194,3,1701,17,496,3,701,5,3,314,11,423,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,136,3,814,10,3,52,33,1557,26,2548,14,52,814,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,114,8,12,1455,10,613,0,0,3,1436,7,3,100,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,13,5,3,89,22,681,17,384,3,1407,19,6,559,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,37,11,325,19,3,605,14,45,8,12,1455,9,410,120,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,761,32,21,3,233,124,39,3,0,221,973,39,158,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,72,5,3,51,22,454,110,11,3,2357,17,43,615,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,150,3,0,4138,101,976,264,135,973,733,7,6,237,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,16,320,3,76,27,3,946,9,40,231,7,26,285,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,54,5,20,85,22,178,110,4639,11,1159,27,71,62,200,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,13,12,3,24,22,10,0,1562,7,3,424,279,11,3,355,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,8,16,1030,3,993,123,3,308,12,51,249,7,1116,155,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,14,138,7,171,14,0,3,1680,11,1973,1146,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,21,3,51,22,7,3,156,5491,110,3,206,239,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,18,3883,7,3,317,12,6,426,59,6,2118,5,6,451,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,25,34,178,319,6,46,300,3,408,1082,79,3,179,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,8,10,49,213,59,3522,2122,297,11,4333,257,425,7,1037,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,18,16,118,79,3,30,348,905,27,215,227,1004,497,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,201,18,413,358,17,213,19,120,113,9,959,5,6,341,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,10,13,149,7,3,143,14,172,3,179,606,48,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,126,819,3,69,2363,57,15,103,200,154,64,6,87,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1011,217,3,276,5,615,12,2346,7,43,591,55,4688,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,428,0,3,197,5,3,559,57,6,197,379,3,181,817,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1465,8,21,3,30,702,80,9,31,5,3,69,179,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,955,1006,3,490,8,10,232,119,1249,3,614,11,130,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1814,2534,12,73,998,216,0,612,168,73,0,900,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,0,5,3,242,7,3,100,83,32,172,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,182,256,3,157,824,11,25,1433,10,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,103,16,585,10,92,154,9,3,13,44,20,309,296,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,28,22,240,3,1602,12,3047,3865,5,138,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,173,12,866,96,9,583,123,3,131,431,12,61,3496,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,35,7,3,265,478,7,45,728,55,75,3,308,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,144,8,1830,6,258,57,3,119,124,367,64,6,115,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,38,914,5,20,85,1278,240,3,403,1602,57,3,86,228,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,153,124,39,20,0,19,3,206,394,510,10,0,967,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,112,29,35,7,3,397,1489,1957,59,3,38,344,12,18,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,18,16,31,19,3,93,56,251,598,10,118,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,139,3,54,7,26,875,57,3,18,151,82,142,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,5,3,28,14,36,122,14,245,17,817,6,67,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
